STATION,DATE,AWND,WSFI
GHCND:USS0011J69S,20080218,2.91,5.6
GHCND:USS0011J69S,20080219,2.68,6.9
GHCND:USS0011J69S,20080220,1.79,8.3
GHCND:USS0011J69S,20080221,1.57,6.0
GHCND:USS0011J69S,20080222,1.12,8.3
GHCND:USS0011J69S,20080223,1.34,8.1
GHCND:USS0011J69S,20080224,3.80,20.1
GHCND:USS0011J69S,20080225,2.01,12.3
GHCND:USS0011J69S,20080226,2.46,6.3
GHCND:USS0011J69S,20080227,2.68,5.6
GHCND:USS0011J69S,20080228,2.46,6.9
GHCND:USS0011J69S,20080229,2.91,8.5
GHCND:USS0011J69S,20080301,4.03,18.6
GHCND:USS0011J69S,20080302,2.24,15.4
GHCND:USS0011J69S,20080303,2.68,6.9
GHCND:USS0011J69S,20080304,3.58,23.0
GHCND:USS0011J69S,20080305,2.68,15.9
GHCND:USS0011J69S,20080306,2.91,11.6
GHCND:USS0011J69S,20080307,2.68,9.6
GHCND:USS0011J69S,20080308,2.01,11.4
GHCND:USS0011J69S,20080309,2.46,8.5
GHCND:USS0011J69S,20080310,2.91,8.5
GHCND:USS0011J69S,20080311,2.91,13.2
GHCND:USS0011J69S,20080312,2.91,11.6
GHCND:USS0011J69S,20080313,2.46,16.1
GHCND:USS0011J69S,20080314,2.46,10.7
GHCND:USS0011J69S,20080315,1.79,7.8
GHCND:USS0011J69S,20080316,1.79,9.2
GHCND:USS0011J69S,20080317,2.01,13.4
GHCND:USS0011J69S,20080318,2.01,11.4
GHCND:USS0011J69S,20080319,3.13,14.1
GHCND:USS0011J69S,20080320,2.91,17.7
GHCND:USS0011J69S,20080321,3.13,13.2
GHCND:USS0011J69S,20080322,2.46,7.2
GHCND:USS0011J69S,20080323,3.36,11.6
GHCND:USS0011J69S,20080324,3.13,11.0
GHCND:USS0011J69S,20080325,2.91,12.3
GHCND:USS0011J69S,20080326,2.91,13.6
GHCND:USS0011J69S,20080327,4.25,22.1
GHCND:USS0011J69S,20080328,2.91,14.3
GHCND:USS0011J69S,20080329,2.68,13.6
GHCND:USS0011J69S,20080330,1.79,11.0
GHCND:USS0011J69S,20080331,3.80,14.3
GHCND:USS0011J69S,20080401,2.46,9.6
GHCND:USS0011J69S,20080402,1.79,6.7
GHCND:USS0011J69S,20080403,2.68,11.9
GHCND:USS0011J69S,20080404,3.36,13.6
GHCND:USS0011J69S,20080405,2.91,18.1
GHCND:USS0011J69S,20080406,1.79,9.8
GHCND:USS0011J69S,20080407,2.24,14.5
GHCND:USS0011J69S,20080408,1.79,6.9
GHCND:USS0011J69S,20080409,3.13,15.7
GHCND:USS0011J69S,20080410,3.13,15.2
GHCND:USS0011J69S,20080411,2.91,13.9
GHCND:USS0011J69S,20080412,2.68,7.6
GHCND:USS0011J69S,20080413,2.46,6.7
GHCND:USS0011J69S,20080414,3.80,15.2
GHCND:USS0011J69S,20080415,3.80,17.9
GHCND:USS0011J69S,20080416,2.91,11.2
GHCND:USS0011J69S,20080418,3.80,14.1
GHCND:USS0011J69S,20080419,4.25,21.9
GHCND:USS0011J69S,20080420,4.25,19.0
GHCND:USS0011J69S,20080421,2.91,11.4
GHCND:USS0011J69S,20080422,2.68,9.2
GHCND:USS0011J69S,20080423,2.91,11.2
GHCND:USS0011J69S,20080424,3.58,15.9
GHCND:USS0011J69S,20080425,3.80,13.6
GHCND:USS0011J69S,20080426,2.91,15.2
GHCND:USS0011J69S,20080427,2.68,7.8
GHCND:USS0011J69S,20080428,3.58,15.2
GHCND:USS0011J69S,20080429,3.58,17.7
GHCND:USS0011J69S,20080430,3.58,15.2
GHCND:USS0011J69S,20080501,2.46,11.2
GHCND:USS0011J69S,20080502,2.46,8.9
GHCND:USS0011J69S,20080503,2.91,9.4
GHCND:USS0011J69S,20080504,2.91,10.1
GHCND:USS0011J69S,20080505,2.91,11.6
GHCND:USS0011J69S,20080506,3.36,11.4
GHCND:USS0011J69S,20080507,2.68,13.6
GHCND:USS0011J69S,20080508,2.68,12.3
GHCND:USS0011J69S,20080509,3.13,13.6
GHCND:USS0011J69S,20080510,2.91,9.2
GHCND:USS0011J69S,20080511,3.80,15.4
GHCND:USS0011J69S,20080512,2.01,15.4
GHCND:USS0011J69S,20080513,2.46,11.9
GHCND:USS0011J69S,20080514,2.46,10.1
GHCND:USS0011J69S,20080515,2.91,13.2
GHCND:USS0011J69S,20080516,3.36,10.1
GHCND:USS0011J69S,20080517,3.36,10.3
GHCND:USS0011J69S,20080518,3.80,17.0
GHCND:USS0011J69S,20080519,3.58,11.6
GHCND:USS0011J69S,20080520,3.36,15.2
GHCND:USS0011J69S,20080521,2.68,17.7
GHCND:USS0011J69S,20080522,1.12,6.7
GHCND:USS0011J69S,20080523,1.79,9.6
GHCND:USS0011J69S,20080524,3.36,13.4
GHCND:USS0011J69S,20080525,2.24,9.6
GHCND:USS0011J69S,20080526,1.79,16.1
GHCND:USS0011J69S,20080527,2.24,8.9
GHCND:USS0011J69S,20080528,3.36,18.1
GHCND:USS0011J69S,20080529,2.68,12.1
GHCND:USS0011J69S,20080530,2.91,11.2
GHCND:USS0011J69S,20080531,3.13,22.1
GHCND:USS0011J69S,20080601,3.58,16.1
GHCND:USS0011J69S,20080602,2.91,12.1
GHCND:USS0011J69S,20080603,2.68,12.8
GHCND:USS0011J69S,20080604,1.12,6.5
GHCND:USS0011J69S,20080605,2.01,11.9
GHCND:USS0011J69S,20080606,2.01,13.4
GHCND:USS0011J69S,20080607,2.24,14.1
GHCND:USS0011J69S,20080608,3.13,11.2
GHCND:USS0011J69S,20080609,3.80,15.7
GHCND:USS0011J69S,20080610,3.13,14.5
GHCND:USS0011J69S,20080611,3.36,15.2
GHCND:USS0011J69S,20080612,3.58,15.2
GHCND:USS0011J69S,20080613,3.36,11.4
GHCND:USS0011J69S,20080614,3.36,12.5
GHCND:USS0011J69S,20080615,3.13,9.4
GHCND:USS0011J69S,20080616,2.91,8.3
GHCND:USS0011J69S,20080617,3.36,9.8
GHCND:USS0011J69S,20080618,3.13,12.1
GHCND:USS0011J69S,20080619,2.91,11.0
GHCND:USS0011J69S,20080620,2.91,8.3
GHCND:USS0011J69S,20080621,2.91,9.6
GHCND:USS0011J69S,20080622,2.91,10.1
GHCND:USS0011J69S,20080623,2.68,15.7
GHCND:USS0011J69S,20080624,2.91,8.7
GHCND:USS0011J69S,20080625,3.36,12.1
GHCND:USS0011J69S,20080626,3.36,11.2
GHCND:USS0011J69S,20080627,3.13,8.9
GHCND:USS0011J69S,20080628,2.68,9.4
GHCND:USS0011J69S,20080629,2.68,10.5
GHCND:USS0011J69S,20080630,2.91,10.7
GHCND:USS0011J69S,20080701,2.46,9.6
GHCND:USS0011J69S,20080702,2.91,8.9
GHCND:USS0011J69S,20080703,2.91,11.2
GHCND:USS0011J69S,20080704,2.91,9.6
GHCND:USS0011J69S,20080705,2.91,8.9
GHCND:USS0011J69S,20080706,2.91,11.0
GHCND:USS0011J69S,20080707,3.13,12.5
GHCND:USS0011J69S,20080708,3.13,8.9
GHCND:USS0011J69S,20080709,3.13,8.5
GHCND:USS0011J69S,20080710,2.91,10.1
GHCND:USS0011J69S,20080711,3.13,8.5
GHCND:USS0011J69S,20080712,2.68,8.5
GHCND:USS0011J69S,20080713,2.91,8.7
GHCND:USS0011J69S,20080714,3.13,10.1
GHCND:USS0011J69S,20080715,2.68,7.6
GHCND:USS0011J69S,20080716,2.24,8.3
GHCND:USS0011J69S,20080717,2.91,9.4
GHCND:USS0011J69S,20080718,3.13,13.2
GHCND:USS0011J69S,20080719,2.91,6.7
GHCND:USS0011J69S,20080720,2.24,8.5
GHCND:USS0011J69S,20080721,2.01,7.2
GHCND:USS0011J69S,20080722,2.46,11.0
GHCND:USS0011J69S,20080723,2.91,10.3
GHCND:USS0011J69S,20080724,2.91,7.8
GHCND:USS0011J69S,20080725,2.91,11.6
GHCND:USS0011J69S,20080726,2.91,12.1
GHCND:USS0011J69S,20080727,2.68,12.8
GHCND:USS0011J69S,20080728,2.91,8.5
GHCND:USS0011J69S,20080729,2.91,17.2
GHCND:USS0011J69S,20080730,3.13,10.7
GHCND:USS0011J69S,20080731,3.13,8.7
GHCND:USS0011J69S,20080801,3.58,14.5
GHCND:USS0011J69S,20080802,3.36,11.2
GHCND:USS0011J69S,20080803,3.13,13.0
GHCND:USS0011J69S,20080804,3.13,9.6
GHCND:USS0011J69S,20080805,2.24,12.3
GHCND:USS0011J69S,20080806,2.01,7.6
GHCND:USS0011J69S,20080807,1.79,10.7
GHCND:USS0011J69S,20080808,1.79,11.2
GHCND:USS0011J69S,20080809,2.46,10.3
GHCND:USS0011J69S,20080810,2.91,13.2
GHCND:USS0011J69S,20080811,3.13,12.1
GHCND:USS0011J69S,20080812,3.13,7.6
GHCND:USS0011J69S,20080813,2.91,11.2
GHCND:USS0011J69S,20080814,3.13,11.2
GHCND:USS0011J69S,20080815,2.46,14.8
GHCND:USS0011J69S,20080816,2.91,13.4
GHCND:USS0011J69S,20080817,3.13,11.9
GHCND:USS0011J69S,20080818,2.91,9.8
GHCND:USS0011J69S,20080819,3.58,12.3
GHCND:USS0011J69S,20080820,3.13,9.4
GHCND:USS0011J69S,20080821,3.80,17.7
GHCND:USS0011J69S,20080822,2.91,8.3
GHCND:USS0011J69S,20080823,2.91,8.5
GHCND:USS0011J69S,20080824,3.13,12.3
GHCND:USS0011J69S,20080825,3.36,12.1
GHCND:USS0011J69S,20080826,2.91,9.6
GHCND:USS0011J69S,20080827,3.13,13.0
GHCND:USS0011J69S,20080828,3.13,10.1
GHCND:USS0011J69S,20080829,3.36,9.4
GHCND:USS0011J69S,20080830,3.13,12.3
GHCND:USS0011J69S,20080831,2.68,18.3
GHCND:USS0011J69S,20080901,2.24,23.7
GHCND:USS0011J69S,20080902,2.68,6.7
GHCND:USS0011J69S,20080903,3.13,9.4
GHCND:USS0011J69S,20080904,3.36,13.2
GHCND:USS0011J69S,20080905,3.13,11.4
GHCND:USS0011J69S,20080906,2.91,10.7
GHCND:USS0011J69S,20080907,3.13,9.4
GHCND:USS0011J69S,20080908,2.91,9.2
GHCND:USS0011J69S,20080909,2.24,10.5
GHCND:USS0011J69S,20080910,1.57,7.6
GHCND:USS0011J69S,20080911,2.68,10.3
GHCND:USS0011J69S,20080912,2.91,11.2
GHCND:USS0011J69S,20080913,3.13,10.3
GHCND:USS0011J69S,20080914,2.91,9.4
GHCND:USS0011J69S,20080915,2.91,9.6
GHCND:USS0011J69S,20080916,3.36,9.8
GHCND:USS0011J69S,20080917,2.91,8.5
GHCND:USS0011J69S,20080918,3.13,9.8
GHCND:USS0011J69S,20080919,2.68,10.7
GHCND:USS0011J69S,20080920,2.68,17.7
GHCND:USS0011J69S,20080921,2.68,9.6
GHCND:USS0011J69S,20080922,2.24,12.5
GHCND:USS0011J69S,20080923,2.91,6.7
GHCND:USS0011J69S,20080925,3.80,14.5
GHCND:USS0011J69S,20080926,3.13,7.2
GHCND:USS0011J69S,20080927,3.13,8.9
GHCND:USS0011J69S,20080928,2.91,8.1
GHCND:USS0011J69S,20080929,2.91,9.2
GHCND:USS0011J69S,20080930,2.91,10.1
GHCND:USS0011J69S,20081001,2.91,7.6
GHCND:USS0011J69S,20081002,2.91,13.4
GHCND:USS0011J69S,20081003,2.01,13.6
GHCND:USS0011J69S,20081004,1.79,15.9
GHCND:USS0011J69S,20081005,1.57,11.4
GHCND:USS0011J69S,20081006,2.01,8.9
GHCND:USS0011J69S,20081007,2.91,6.9
GHCND:USS0011J69S,20081008,2.91,7.6
GHCND:USS0011J69S,20081009,2.68,13.0
GHCND:USS0011J69S,20081010,2.01,14.5
GHCND:USS0011J69S,20081011,2.91,15.4
GHCND:USS0011J69S,20081012,2.46,11.4
GHCND:USS0011J69S,20081013,1.79,7.8
GHCND:USS0011J69S,20081014,2.46,6.5
GHCND:USS0011J69S,20081015,3.13,11.2
GHCND:USS0011J69S,20081016,2.91,7.6
GHCND:USS0011J69S,20081017,3.13,5.4
GHCND:USS0011J69S,20081018,3.36,11.0
GHCND:USS0011J69S,20081019,2.91,8.1
GHCND:USS0011J69S,20081020,2.91,10.7
GHCND:USS0011J69S,20081021,3.58,17.7
GHCND:USS0011J69S,20081022,2.24,7.4
GHCND:USS0011J69S,20081023,2.91,6.7
GHCND:USS0011J69S,20081024,2.91,7.6
GHCND:USS0011J69S,20081025,2.91,11.0
GHCND:USS0011J69S,20081026,2.46,8.5
GHCND:USS0011J69S,20081027,3.13,6.5
GHCND:USS0011J69S,20081028,3.36,8.9
GHCND:USS0011J69S,20081029,3.13,6.7
GHCND:USS0011J69S,20081030,3.36,8.3
GHCND:USS0011J69S,20081031,2.91,12.3
GHCND:USS0011J69S,20081101,2.46,10.3
GHCND:USS0011J69S,20081102,2.24,21.3
GHCND:USS0011J69S,20081103,1.79,12.3
GHCND:USS0011J69S,20081104,3.13,15.2
GHCND:USS0011J69S,20081105,2.01,11.6
GHCND:USS0011J69S,20081106,1.79,7.6
GHCND:USS0011J69S,20081107,1.34,4.5
GHCND:USS0011J69S,20081108,2.91,7.4
GHCND:USS0011J69S,20081109,1.34,5.6
GHCND:USS0011J69S,20081110,0.89,12.3
GHCND:USS0011J69S,20081111,1.12,9.6
GHCND:USS0011J69S,20081112,1.12,8.9
GHCND:USS0011J69S,20081113,3.13,18.8
GHCND:USS0011J69S,20081114,2.24,16.6
GHCND:USS0011J69S,20081115,2.24,4.7
GHCND:USS0011J69S,20081116,3.13,5.6
GHCND:USS0011J69S,20081117,3.80,6.9
GHCND:USS0011J69S,20081118,3.80,6.9
GHCND:USS0011J69S,20081119,3.36,6.3
GHCND:USS0011J69S,20081120,3.13,13.4
GHCND:USS0011J69S,20081121,2.46,12.1
GHCND:USS0011J69S,20081122,2.91,6.0
GHCND:USS0011J69S,20081123,2.24,8.1
GHCND:USS0011J69S,20081124,3.13,5.4
GHCND:USS0011J69S,20081125,3.13,5.6
GHCND:USS0011J69S,20081126,2.68,5.8
GHCND:USS0011J69S,20081127,1.79,8.7
GHCND:USS0011J69S,20081128,1.79,9.2
GHCND:USS0011J69S,20081129,1.34,12.5
GHCND:USS0011J69S,20081130,2.91,18.1
GHCND:USS0011J69S,20081201,2.68,5.6
GHCND:USS0011J69S,20081202,3.13,17.0
GHCND:USS0011J69S,20081203,2.24,12.3
GHCND:USS0011J69S,20081204,1.79,8.5
GHCND:USS0011J69S,20081205,2.24,4.9
GHCND:USS0011J69S,20081207,2.91,5.1
GHCND:USS0011J69S,20081208,2.46,11.6
GHCND:USS0011J69S,20081209,2.68,8.1
GHCND:USS0011J69S,20081210,2.68,4.7
GHCND:USS0011J69S,20081211,2.68,4.7
GHCND:USS0011J69S,20081212,2.46,14.1
GHCND:USS0011J69S,20081213,3.58,18.8
GHCND:USS0011J69S,20081214,2.46,9.4
GHCND:USS0011J69S,20081215,1.79,6.9
GHCND:USS0011J69S,20081216,2.91,13.0
GHCND:USS0011J69S,20081217,2.24,8.5
GHCND:USS0011J69S,20081218,1.57,9.2
GHCND:USS0011J69S,20081219,3.80,19.7
GHCND:USS0011J69S,20081220,3.13,15.7
GHCND:USS0011J69S,20081221,1.79,7.6
GHCND:USS0011J69S,20081222,3.58,20.4
GHCND:USS0011J69S,20081223,2.91,11.9
GHCND:USS0011J69S,20081224,2.24,13.0
GHCND:USS0011J69S,20081225,3.80,23.0
GHCND:USS0011J69S,20081226,2.24,13.2
GHCND:USS0011J69S,20081227,1.57,12.1
GHCND:USS0011J69S,20081228,1.57,8.1
GHCND:USS0011J69S,20081229,2.46,7.8
GHCND:USS0011J69S,20081230,2.68,6.9
GHCND:USS0011J69S,20081231,2.91,9.4
GHCND:USS0011J69S,20090101,2.24,14.1
GHCND:USS0011J69S,20090102,2.91,13.2
GHCND:USS0011J69S,20090103,2.68,11.0
GHCND:USS0011J69S,20090105,1.79,15.2
GHCND:USS0011J69S,20090106,2.91,12.3
GHCND:USS0011J69S,20090107,1.57,10.1
GHCND:USS0011J69S,20090108,2.91,15.2
GHCND:USS0011J69S,20090109,2.46,12.1
GHCND:USS0011J69S,20090110,2.46,6.9
GHCND:USS0011J69S,20090111,2.24,12.8
GHCND:USS0011J69S,20090112,2.46,13.9
GHCND:USS0011J69S,20090113,2.91,9.4
GHCND:USS0011J69S,20090114,2.91,5.4
GHCND:USS0011J69S,20090115,2.91,5.1
GHCND:USS0011J69S,20090116,2.91,4.9
GHCND:USS0011J69S,20090117,2.68,6.5
GHCND:USS0011J69S,20090118,3.13,6.5
GHCND:USS0011J69S,20090119,2.91,6.5
GHCND:USS0011J69S,20090120,2.46,12.8
GHCND:USS0011J69S,20090121,2.91,5.6
GHCND:USS0011J69S,20090122,2.01,11.4
GHCND:USS0011J69S,20090123,1.34,6.5
GHCND:USS0011J69S,20090124,2.24,15.0
GHCND:USS0011J69S,20090125,0.00,0.0
GHCND:USS0011J69S,20090126,0.00,0.0
GHCND:USS0011J69S,20090127,0.00,0.0
GHCND:USS0011J69S,20090128,0.00,0.0
GHCND:USS0011J69S,20090129,0.00,0.0
GHCND:USS0011J69S,20090130,0.89,4.3
GHCND:USS0011J69S,20090131,2.01,4.7
GHCND:USS0011J69S,20090201,2.24,6.7
GHCND:USS0011J69S,20090202,2.24,4.9
GHCND:USS0011J69S,20090203,2.68,6.9
GHCND:USS0011J69S,20090204,3.58,5.6
GHCND:USS0011J69S,20090205,3.13,5.6
GHCND:USS0011J69S,20090206,2.91,12.3
GHCND:USS0011J69S,20090207,2.24,10.1
GHCND:USS0011J69S,20090208,2.24,12.5
GHCND:USS0011J69S,20090209,2.01,10.7
GHCND:USS0011J69S,20090210,1.79,8.5
GHCND:USS0011J69S,20090211,1.79,6.9
GHCND:USS0011J69S,20090212,1.79,5.8
GHCND:USS0011J69S,20090213,1.79,8.5
GHCND:USS0011J69S,20090214,2.46,11.6
GHCND:USS0011J69S,20090215,2.68,6.5
GHCND:USS0011J69S,20090216,1.79,6.7
GHCND:USS0011J69S,20090217,3.58,15.0
GHCND:USS0011J69S,20090218,1.57,7.8
GHCND:USS0011J69S,20090219,2.46,7.6
GHCND:USS0011J69S,20090220,2.91,8.9
GHCND:USS0011J69S,20090221,2.91,6.3
GHCND:USS0011J69S,20090222,2.46,7.8
GHCND:USS0011J69S,20090223,2.24,13.0
GHCND:USS0011J69S,20090224,2.91,13.9
GHCND:USS0011J69S,20090225,3.13,13.0
GHCND:USS0011J69S,20090226,3.36,18.1
GHCND:USS0011J69S,20090227,2.68,14.5
GHCND:USS0011J69S,20090228,2.68,7.6
GHCND:USS0011J69S,20090301,2.68,6.7
GHCND:USS0011J69S,20090302,2.91,11.0
GHCND:USS0011J69S,20090303,4.47,23.0
GHCND:USS0011J69S,20090304,4.92,23.3
GHCND:USS0011J69S,20090305,3.13,14.3
GHCND:USS0011J69S,20090306,2.24,9.2
GHCND:USS0011J69S,20090307,2.68,10.3
GHCND:USS0011J69S,20090308,3.80,16.8
GHCND:USS0011J69S,20090309,2.68,17.0
GHCND:USS0011J69S,20090310,3.80,12.3
GHCND:USS0011J69S,20090311,2.68,6.3
GHCND:USS0011J69S,20090312,2.46,7.2
GHCND:USS0011J69S,20090313,2.24,7.2
GHCND:USS0011J69S,20090314,2.91,8.5
GHCND:USS0011J69S,20090315,2.68,10.5
GHCND:USS0011J69S,20090316,3.80,17.0
GHCND:USS0011J69S,20090317,2.68,11.0
GHCND:USS0011J69S,20090318,2.68,8.3
GHCND:USS0011J69S,20090319,2.91,10.3
GHCND:USS0011J69S,20090320,2.91,10.1
GHCND:USS0011J69S,20090321,3.58,14.8
GHCND:USS0011J69S,20090322,3.58,19.9
GHCND:USS0011J69S,20090323,3.80,18.8
GHCND:USS0011J69S,20090324,2.91,16.8
GHCND:USS0011J69S,20090325,4.03,21.0
GHCND:USS0011J69S,20090326,2.46,17.4
GHCND:USS0011J69S,20090327,2.46,9.6
GHCND:USS0011J69S,20090328,2.91,9.2
GHCND:USS0011J69S,20090329,5.14,19.5
GHCND:USS0011J69S,20090330,3.36,16.8
GHCND:USS0011J69S,20090331,3.80,24.6
GHCND:USS0011J69S,20090401,3.58,21.9
GHCND:USS0011J69S,20090402,2.46,14.1
GHCND:USS0011J69S,20090403,0.00,0.0
GHCND:USS0011J69S,20090404,0.00,0.0
GHCND:USS0011J69S,20090405,1.12,6.3
GHCND:USS0011J69S,20090406,2.91,7.6
GHCND:USS0011J69S,20090407,2.91,8.3
GHCND:USS0011J69S,20090408,3.80,21.9
GHCND:USS0011J69S,20090409,2.24,10.3
GHCND:USS0011J69S,20090410,2.01,11.4
GHCND:USS0011J69S,20090411,1.79,10.1
GHCND:USS0011J69S,20090412,2.46,10.3
GHCND:USS0011J69S,20090413,3.13,13.0
GHCND:USS0011J69S,20090414,2.01,12.3
GHCND:USS0011J69S,20090415,0.22,7.6
GHCND:USS0011J69S,20090416,0.45,6.7
GHCND:USS0011J69S,20090417,1.57,7.6
GHCND:USS0011J69S,20090418,2.68,8.7
GHCND:USS0011J69S,20090419,2.91,9.2
GHCND:USS0011J69S,20090420,2.91,10.5
GHCND:USS0011J69S,20090421,3.13,12.5
GHCND:USS0011J69S,20090422,3.58,11.2
GHCND:USS0011J69S,20090423,3.36,16.3
GHCND:USS0011J69S,20090424,2.01,11.0
GHCND:USS0011J69S,20090425,1.79,11.0
GHCND:USS0011J69S,20090426,2.91,13.9
GHCND:USS0011J69S,20090427,2.46,11.9
GHCND:USS0011J69S,20090428,3.36,18.6
GHCND:USS0011J69S,20090429,2.91,11.4
GHCND:USS0011J69S,20090430,3.36,13.6
GHCND:USS0011J69S,20090501,2.24,8.5
GHCND:USS0011J69S,20090502,2.91,17.9
GHCND:USS0011J69S,20090503,2.68,20.1
GHCND:USS0011J69S,20090504,2.46,8.9
GHCND:USS0011J69S,20090505,3.13,14.8
GHCND:USS0011J69S,20090506,3.80,17.7
GHCND:USS0011J69S,20090507,3.13,14.1
GHCND:USS0011J69S,20090508,2.46,11.4
GHCND:USS0011J69S,20090509,2.68,10.1
GHCND:USS0011J69S,20090510,2.91,11.0
GHCND:USS0011J69S,20090511,3.36,9.6
GHCND:USS0011J69S,20090512,3.58,16.3
GHCND:USS0011J69S,20090513,2.24,8.7
GHCND:USS0011J69S,20090514,3.13,12.8
GHCND:USS0011J69S,20090515,2.91,9.6
GHCND:USS0011J69S,20090516,3.13,8.7
GHCND:USS0011J69S,20090517,3.58,9.4
GHCND:USS0011J69S,20090518,3.58,9.4
GHCND:USS0011J69S,20090519,3.36,14.8
GHCND:USS0011J69S,20090520,2.91,16.3
GHCND:USS0011J69S,20090521,2.91,8.5
GHCND:USS0011J69S,20090522,2.91,11.9
GHCND:USS0011J69S,20090523,2.24,11.4
GHCND:USS0011J69S,20090524,1.57,10.5
GHCND:USS0011J69S,20090525,2.68,10.3
GHCND:USS0011J69S,20090526,2.24,9.6
GHCND:USS0011J69S,20090527,3.13,11.4
GHCND:USS0011J69S,20090528,3.13,10.3
GHCND:USS0011J69S,20090529,3.13,11.4
GHCND:USS0011J69S,20090530,2.68,11.0
GHCND:USS0011J69S,20090531,2.46,9.6
GHCND:USS0011J69S,20090601,2.24,11.2
GHCND:USS0011J69S,20090602,1.57,12.5
GHCND:USS0011J69S,20090603,2.46,11.9
GHCND:USS0011J69S,20090604,2.46,13.2
GHCND:USS0011J69S,20090605,2.46,15.7
GHCND:USS0011J69S,20090606,2.46,15.4
GHCND:USS0011J69S,20090607,1.79,11.4
GHCND:USS0011J69S,20090608,2.24,10.3
GHCND:USS0011J69S,20090609,1.79,10.7
GHCND:USS0011J69S,20090610,1.57,8.5
GHCND:USS0011J69S,20090611,1.12,9.8
GHCND:USS0011J69S,20090612,2.24,13.6
GHCND:USS0011J69S,20090613,1.57,17.2
GHCND:USS0011J69S,20090614,2.46,15.2
GHCND:USS0011J69S,20090615,2.46,9.4
GHCND:USS0011J69S,20090616,2.24,9.6
GHCND:USS0011J69S,20090617,1.12,11.2
GHCND:USS0011J69S,20090618,2.24,11.0
GHCND:USS0011J69S,20090619,2.91,11.9
GHCND:USS0011J69S,20090620,2.01,13.2
GHCND:USS0011J69S,20090621,2.46,20.8
GHCND:USS0011J69S,20090622,2.68,7.6
GHCND:USS0011J69S,20090623,2.68,7.6
GHCND:USS0011J69S,20090624,2.91,8.3
GHCND:USS0011J69S,20090625,2.46,18.6
GHCND:USS0011J69S,20090626,1.79,15.0
GHCND:USS0011J69S,20090627,2.91,9.8
GHCND:USS0011J69S,20090628,3.13,8.5
GHCND:USS0011J69S,20090629,2.91,8.7
GHCND:USS0011J69S,20090630,2.68,10.3
GHCND:USS0011J69S,20090701,2.24,8.1
GHCND:USS0011J69S,20090702,1.79,10.5
GHCND:USS0011J69S,20090703,2.46,11.0
GHCND:USS0011J69S,20090704,2.24,8.5
GHCND:USS0011J69S,20090705,2.68,7.8
GHCND:USS0011J69S,20090706,3.13,13.4
GHCND:USS0011J69S,20090707,2.91,12.5
GHCND:USS0011J69S,20090708,2.91,10.3
GHCND:USS0011J69S,20090709,2.91,9.6
GHCND:USS0011J69S,20090710,2.91,12.3
GHCND:USS0011J69S,20090711,2.46,7.4
GHCND:USS0011J69S,20090712,2.68,11.4
GHCND:USS0011J69S,20090713,3.13,12.3
GHCND:USS0011J69S,20090714,2.68,8.3
GHCND:USS0011J69S,20090715,2.91,8.3
GHCND:USS0011J69S,20090716,2.91,10.1
GHCND:USS0011J69S,20090717,2.91,7.6
GHCND:USS0011J69S,20090718,2.46,8.5
GHCND:USS0011J69S,20090719,2.68,15.0
GHCND:USS0011J69S,20090720,2.91,9.8
GHCND:USS0011J69S,20090721,2.91,8.9
GHCND:USS0011J69S,20090722,2.91,8.7
GHCND:USS0011J69S,20090723,2.91,9.2
GHCND:USS0011J69S,20090724,2.01,6.3
GHCND:USS0011J69S,20090725,1.57,5.6
GHCND:USS0011J69S,20090726,2.68,8.7
GHCND:USS0011J69S,20090727,2.68,10.7
GHCND:USS0011J69S,20090728,2.68,9.2
GHCND:USS0011J69S,20090729,2.91,11.6
GHCND:USS0011J69S,20090730,2.91,9.4
GHCND:USS0011J69S,20090731,2.91,10.5
GHCND:USS0011J69S,20090801,2.91,12.8
GHCND:USS0011J69S,20090802,2.68,8.7
GHCND:USS0011J69S,20090803,2.91,9.6
GHCND:USS0011J69S,20090804,3.13,10.5
GHCND:USS0011J69S,20090805,2.91,11.9
GHCND:USS0011J69S,20090806,4.03,23.5
GHCND:USS0011J69S,20090807,2.91,11.6
GHCND:USS0011J69S,20090808,2.46,9.6
GHCND:USS0011J69S,20090809,2.68,8.7
GHCND:USS0011J69S,20090810,2.91,8.3
GHCND:USS0011J69S,20090811,2.91,9.8
GHCND:USS0011J69S,20090812,3.58,14.1
GHCND:USS0011J69S,20090813,2.91,15.0
GHCND:USS0011J69S,20090814,2.46,12.3
GHCND:USS0011J69S,20090815,2.46,13.9
GHCND:USS0011J69S,20090816,2.91,12.3
GHCND:USS0011J69S,20090817,2.91,9.6
GHCND:USS0011J69S,20090818,2.91,10.1
GHCND:USS0011J69S,20090819,3.13,10.1
GHCND:USS0011J69S,20090820,2.91,8.5
GHCND:USS0011J69S,20090821,3.13,7.8
GHCND:USS0011J69S,20090823,2.24,14.5
GHCND:USS0011J69S,20090824,2.01,7.4
GHCND:USS0011J69S,20090825,2.68,9.8
GHCND:USS0011J69S,20090826,2.91,11.0
GHCND:USS0011J69S,20090827,2.91,10.1
GHCND:USS0011J69S,20090828,2.91,7.8
GHCND:USS0011J69S,20090829,2.68,13.9
GHCND:USS0011J69S,20090830,3.13,10.3
GHCND:USS0011J69S,20090831,3.13,8.5
GHCND:USS0011J69S,20090901,3.13,8.1
GHCND:USS0011J69S,20090902,2.91,7.6
GHCND:USS0011J69S,20090903,2.91,8.7
